Dist,Type,SubType,Xeq,Yeq,Xgal,Ygal,title,source,date,link,headline,img
"MW","Star","SN",-57.604200,17.2464,-172.482765,-27.937149,"Star Shows It Has the Right Stuff","V471 Tauri",2004-01-30,"http://chandra.harvard.edu/photo/2004/v471/","A white dwarf star in a close orbit with a normal Sun-like star.","http://chandra.harvard.edu/photo/2004/v471/v471tau_spectrum_250.jpg"
"MW","Star","SN",-287.779927,9.1044389,-43.269409,-0.184628,"Smoking Gun Found for Gamma-Ray Burst in Milky Way","W49B",2004-06-02,"http://chandra.harvard.edu/photo/2004/w49b/","A barrel-shaped supernova remnant about 35,000 light years from Earth.","http://chandra.harvard.edu/photo/2004/w49b/w49b_xray_420.jpg"
"MW","Star","SN",-6.024167,-72.0808888889,-305.894657,-44.889745,"What's Hot? Chandra Finds Long-Sought Link to Origin of Millisec","PSR J0024-7204W",2005-07-19,"http://chandra.harvard.edu/photo/2005/47tuc/","A millisecond pulsar in the globular cluster 47 Tucanae","http://chandra.harvard.edu/photo/2005/47tuc/47tuc_250.jpg"
"LU","Cosmology","SN",-158.499943,57.666833,-151.661674,51.098853,"Weight Limits for the Biggest Black Holes","Lockman Hole",2005-02-15,"http://chandra.harvard.edu/photo/2005/bhlock/","A region of the sky with a minimum of light-absorbing gas.","http://chandra.harvard.edu/photo/2005/bhlock/bhlock_3panel_250.jpg"
"MW","Nebula","SNR",-350.862977,58.8147229782,-111.740991,-2.132073,"Cassiopeia A in Many Colors","Cassiopeia A",2005-06-13,"http://chandra.harvard.edu/photo/2005/casa/","The remnant of a supernova 10,000 light years from Earth.","http://chandra.harvard.edu/photo/2005/casa/casa_250.jpg"
"LU","Nebula","SNR",-86.789441,-69.703861,-280.080585,-30.872419,"Supernova Remnants Deconstructed","DEM L316",2005-11-15,"http://chandra.harvard.edu/photo/2005/d316/"," Two supernova remnants in the Large Magellanic Cloud galaxy.","http://chandra.harvard.edu/photo/2005/d316/d316_420.jpg"
"LU","Cosmology","SNR",-189.191700,62.2328,-125.896367,54.810924,"Iron Spectra from Supermassive Black Holes","Chandra Deep Field-North; Chandra Deep Field-South",2005-05-23,"http://chandra.harvard.edu/photo/2005/felines/","X-rays from iron atoms near distant supermassive black holes in the North and South Chandra Deep Fields.","http://chandra.harvard.edu/photo/2005/felines/felines_illustration_250.jpg"
"MW","Nebula","SNR",-278.386810,-10.5730772,-21.495373,-0.884805,"Cosmic Shell-Seekers Find a Beauty","G21.5-0.9",2005-04-19,"http://chandra.harvard.edu/photo/2005/g21/","A supernova remnant about 20,000 light years from Earth.","http://chandra.harvard.edu/photo/2005/g21/g21_xray_250.jpg"
"MW","Galaxy","SNR",-266.419923,-29.0040722732,-359.948848,-0.046521,"Chandra Finds a Black Hole Swarm Near Milky Way Center","Galactic Center X-ray Binaries",2005-01-10,"http://chandra.harvard.edu/photo/2005/gctr_bin/","The central region of the Milky Way, about 25,000 light years from Earth.","http://chandra.harvard.edu/photo/2005/gctr_bin/gctr_bin_comp_250.jpg"
"LU","Cosmology","SNR",-345.375000,-38.975833,-358.569474,-64.238104,"35-Year-Old Cosmic Mystery Solved in a Flash","GRB 050709",2005-10-05,"http://chandra.harvard.edu/photo/2005/grb050709/","A gamma-ray burst located in a spiral galaxy 2 billion light years from Earth.","http://chandra.harvard.edu/photo/2005/grb050709/grb050709_420.jpg"
"MW","Star","WD",-121.596667,15.4583888889,-206.925273,23.395999,"Orbiting Stars Flooding Space with Gravitational Waves","RX J0806.3+1527",2005-05-30,"http://chandra.harvard.edu/photo/2005/j0806/","Two white dwarf stars orbiting each other every 5 minutes.","http://chandra.harvard.edu/photo/2005/j0806/j0806_2panel_250.jpg"
"LU","Galaxy","Spiral",-24.173984,15.783483,-138.616918,-45.705416,"X-rays Signal Presence of Elusive Intermediate-Mass Black Hole","M74",2005-03-22,"http://chandra.harvard.edu/photo/2005/m74/","An Ultraluminous X-ray Source in the Spiral Galaxy M74","http://chandra.harvard.edu/photo/2005/m74/m74_comp_250.jpg"
"MW","Star","Spiral",-34.836250,-2.977642,-167.754466,-57.982918,"Mira: 'Wonderful' Star Reveals its Hot Nature","Mira",2005-04-28,"http://chandra.harvard.edu/photo/2005/mira/","A pair of interacting stars about 420 light years from Earth.","http://chandra.harvard.edu/photo/2005/mira/mira_comp_250.jpg"
"LU","Galaxy","AGN",-166.114000,38.209,-179.831178,65.031568,"Lost and Found: X-ray Telescope Locates Missing Matter","Mkn 421",2005-02-02,"http://chandra.harvard.edu/photo/2005/mkn421/","X-ray spectrum from a quasar located 400 million light years from Earth.","http://chandra.harvard.edu/photo/2005/mkn421/mkn421_ill_spec_250.jpg"
"LU","Galaxy","AGN",-115.421018,74.2654797766,-140.624621,29.431823,"Most Powerful Eruption in the Universe Discovered","MS 0735.6+7421",2005-01-05,"http://chandra.harvard.edu/photo/2005/ms0735/","A cluster of galaxies 2.6 billion light years from Earth.","http://chandra.harvard.edu/photo/2005/ms0735/ms0735_xray_250.jpg"
"LU","Nebula","SNR",-81.253719,-69.6422425,-280.305132,-32.786244,"NASA Space Observatories Glimpse Faint Afterglow of Nearby Stell","SNR 0525-69.6",2005-10-04,"http://chandra.harvard.edu/photo/2005/n132d/","A glowing horseshoe-shaped cloud of hot gas against a backdrop of thousands of stars.","http://chandra.harvard.edu/photo/2005/n132d/n132d_420.jpg"
"MW","Nebula","PN",-3.254604,72.521954,-120.016305,9.868046,"Astronomers Find New Evidence for the Violent Demise of Sun-Like","NGC 40",2005-06-06,"http://chandra.harvard.edu/photo/2005/n40/","This composite image of NGC 40 shows hot gas around a dying, Sun-like star.","http://chandra.harvard.edu/photo/2005/n40/n40_250.jpg"
"MW","Nebula","PN",-83.821009,-5.39440574387,-209.016342,-19.384048,"Planetary Protection: X-ray Super-Flares Aid Formation of 'Solar","M42",2005-05-10,"http://chandra.harvard.edu/photo/2005/orion/","A rich cluster of young stars about 1,500 light years from Earth.","http://chandra.harvard.edu/photo/2005/orion/orion_250.jpg"
"LU","Galaxy","PN",-49.924236,41.5609016,-150.530988,-13.231070,"Chandra Proves Black Hole Influence is Far Reaching","Perseus Cluster",2005-12-01,"http://chandra.harvard.edu/photo/2005/perseus/","The central region of a rich galaxy cluster about 250 million light years from Earth.","http://chandra.harvard.edu/photo/2005/perseus/perseus_250.jpg"
"MW","Galaxy","PN",-266.419972,-29.0041269,-359.948824,-0.046586,"Stars Surprisingly Form in Extreme Environment Around Milky Way'","Sagittarius A*",2005-10-13,"http://chandra.harvard.edu/photo/2005/sgra/","Chandra's image of the Galactic Center has provided evidence for a new and unexpected way for stars to form.","http://chandra.harvard.edu/photo/2005/sgra/sgra_250.jpg"
"EU","Galaxy","PN",-189.191700,62.1742,-125.906428,54.869237,"Era of Galaxy and Black Hole Growth Spurt Discovered","Submillimeter Galaxies in the Chandra Deep Field-North (SMG 1236",2005-04-06,"http://chandra.harvard.edu/photo/2005/smg/","Merging submillimeter galaxies observed in the Chandra Deep Field-North at a distance of 11 billion light years.","http://chandra.harvard.edu/photo/2005/smg/smg_comp_250.jpg"
"MW","Nebula","SNR",-225.739136,-42.01092148,-327.552925,14.487638,"The Hot Remains of a 1000 Year-Old Supernova","SN 1006",2005-12-15,"http://chandra.harvard.edu/photo/2005/sn1006/","A supernova remnant about 7,000 light years from Earth.","http://chandra.harvard.edu/photo/2005/sn1006/sn1006_420.jpg"
"LU","Galaxy","Spiral",-210.801868,54.348171,-102.036909,59.772075,"A Supernova in Progress","SN 1970G",2005-11-29,"http://chandra.harvard.edu/photo/2005/sn70/","A supernova in the galaxy M101, 22 million light years from Earth.","http://chandra.harvard.edu/photo/2005/sn70/sn70_250.jpg"
"LU","Nebula","SNR",-83.866720,-69.2693423319,-279.702958,-31.937126,"Supernova 1987A: Fast Forward to the Past","Supernova 1987A",2005-08-17,"http://chandra.harvard.edu/photo/2005/sn87a/","New details about the fiery ring surrounding the stellar explosion that produced Supernova 1987A.","http://chandra.harvard.edu/photo/2005/sn87a/sn87a_250.jpg"
"MW","Star","SNR",-160.982977,-59.544870868,-287.405484,-0.572918,"Bright Young Stars Mix It Up","Trumpler 14",2005-08-31,"http://chandra.harvard.edu/photo/2005/trump/","A star cluster about 9,000 light years from Earth in the Constellation Carina.","http://chandra.harvard.edu/photo/2005/trump/trump_xray_250.jpg"
"MW","Nebula","SNR",-6.334989,64.137336893,-120.089958,1.409691,"Tycho's Remnant Provides Shocking Evidence for Cosmic Rays","Tycho's Supernova Remnant",2005-09-22,"http://chandra.harvard.edu/photo/2005/tycho/","The hot, expanding debris of a supernova observed in 1572.","http://chandra.harvard.edu/photo/2005/tycho/tycho_420.jpg"
"LU","Galaxy","SNR",-175.954529,19.968387,-234.152267,72.951424,"Cluster Galaxy's Location Proves 'Just Right' for Star Formation","UGC 6697",2005-01-25,"http://chandra.harvard.edu/photo/2005/u6697/","A starburst galaxy located in the galaxy cluster Abell 1367, about 300 million light years from Earth.","http://chandra.harvard.edu/photo/2005/u6697/u6697_comp_250.jpg"
"MW","Star","NS",-251.782433,-45.8502590547,-339.557291,-0.411816,"Neutron Star Discovered Where a Black Hole Was Expected","Westerlund 1",2005-11-02,"http://chandra.harvard.edu/photo/2005/wd1/","A dense cluster of young stars about 16,000 light years from Earth.","http://chandra.harvard.edu/photo/2005/wd1/wd1_250.jpg"
"EU","Galaxy","NS",-104.578226,-55.9597414809,-266.029121,-21.278769,"NASA Finds Direct Proof of Dark Matter","1E 0657-56",2006-08-21,"http://chandra.harvard.edu/photo/2006/1e0657/","Two large galaxy clusters about 4 billion light years from Earth.","http://chandra.harvard.edu/photo/2006/1e0657/1e0657_250.jpg"
"LU","Galaxy","AGN",-187.277917,2.052389,-289.950887,64.359978,"Black Hole Spills a Kaleidoscope of Color","3C273",2006-06-20,"http://chandra.harvard.edu/photo/2006/3c273/","A quasar over 3 billion light years from Earth.","http://chandra.harvard.edu/photo/2006/3c273/3c273_jet_250.jpg"
"EU","Galaxy","AGN",-228.679583,36.8473611111,-59.854931,58.314119,"Chandra Finds Evidence for Quasar Ignition","4C37.43",2006-03-23,"http://chandra.harvard.edu/photo/2006/4c37/","A quasar 4 billion light years from Earth.","http://chandra.harvard.edu/photo/2006/4c37/4c37_420.jpg"
"LU","Nebula","SNR",-79.891667,-69.0363888889,-279.700639,-33.370538,"Cosmic Fireworks","SNR 0519-69.0",2006-07-03,"http://chandra.harvard.edu/photo/2006/4snr/","Four supernovas 160,000 light years from Earth","http://chandra.harvard.edu/photo/2006/4snr/4snr_420.jpg"
"LU","Galaxy","AGN",-44.431663,6.03848267,-170.261670,-44.916707,"Black Holes Determined to be Bound","3C 75 in Abell 400",2006-04-06,"http://chandra.harvard.edu/photo/2006/a400/","A giant double radio source known as 3C 75.","http://chandra.harvard.edu/photo/2006/a400/a400_420.jpg"
"LU","Galaxy","Elliptical",-192.191163,-41.3089673772,-302.392144,21.559981,"Black Holes Found To Be Green By NASA's Chandra","NGC 4696",2006-04-24,"http://chandra.harvard.edu/photo/2006/bhcen/","Using Chandra, scientists can now estimate the rate at which gas is falling toward the galaxies' supermassive black holes.","http://chandra.harvard.edu/photo/2006/bhcen/bhcen_250.jpg"
"LU","Galaxy","Spiral",-9.406808,-33.7183380127,-326.386923,-82.770008,"Astronomers Do Flips Over Cartwheel Galaxy","Cartwheel Galaxy",2006-01-11,"http://chandra.harvard.edu/photo/2006/cartwheel/","A ring galaxy 400 million light years from Earth.","http://chandra.harvard.edu/photo/2006/cartwheel/cartwheel_250.jpg"
"MW","Nebula","SNR",-350.918437,58.840324072,-111.776612,-2.117499,"Chandra Discovers Relativistic Pinball Machine","Cassiopeia A",2006-11-15,"http://chandra.harvard.edu/photo/2006/casa/","A supernova remnant believed to be the remains of a massive star that exploded over 300 years ago.","http://chandra.harvard.edu/photo/2006/casa/casa_250.jpg"
"LU","Galaxy","SNR",-4.641088,16.435486,-111.608167,-45.712233,"Chandra Independently Determines Hubble Constant","CL 0016+1609",2006-08-08,"http://chandra.harvard.edu/photo/2006/clusters/","Six galaxy clusters with distances ranging from 1.4 to 9.3 billion light years from Earth.","http://chandra.harvard.edu/photo/2006/clusters/clusters_250.jpg"
"MW","Nebula","SNR",-83.633107,22.0171908355,-184.555179,-5.782900,"The Spirit of Halloween Lives on as a Dead Star Creates Celestia","Crab Nebula",2006-10-24,"http://chandra.harvard.edu/photo/2006/crab/","A supernova remnant and pulsar located 6000 light years from Earth.","http://chandra.harvard.edu/photo/2006/crab/crab_420.jpg"
"LU","Galaxy","Elliptical",-20.912500,33.2566666667,-130.639170,-29.132557,"Black Holes Stir Up Galaxies","NGC 0507",2006-01-10,"http://chandra.harvard.edu/photo/2006/galaxies/","An X-ray/optical gallery of elliptical galaxies.","http://chandra.harvard.edu/photo/2006/galaxies/galaxies_250.jpg"
"MW","Star","Elliptical",-266.459583,-28.8222222222,-0.122172,0.018545,"Rough and Crowded Neighborhood at Galactic Center","Arches",2006-07-19,"http://chandra.harvard.edu/photo/2006/gcenter/","This Chandra X-ray image of the Galactic Center shows three massive star clusters near Sagittarius A*.","http://chandra.harvard.edu/photo/2006/gcenter/gcenter_250.jpg"
"MW","Star","NS",-94.511506,22.660073,-189.064859,3.235230,"The Case of the Neutron Star With a Wayward Wake","J0617 in IC 443",2006-06-01,"http://chandra.harvard.edu/photo/2006/ic443/","A neutron star located in a supernova remnant","http://chandra.harvard.edu/photo/2006/ic443/ic443_250.jpg"
"MW","Star","BH",-253.500583,-39.845806,-344.981899,2.455960,"NASA's Chandra Answers Black Hole Paradox","GRO J1655-40",2006-06-21,"http://chandra.harvard.edu/photo/2006/j1655/","A black hole and a normal star located 11,000 light years from Earth.","http://chandra.harvard.edu/photo/2006/j1655/j1655_250.jpg"
"LU","Galaxy","Spiral",-10.682356,41.2592125,-121.172049,-21.582778,"The Heat Is On in Andromeda's Center","Andromeda Galaxy (M31)",2006-06-05,"http://chandra.harvard.edu/photo/2006/m31/","Central region of a galaxy 2.5 million light years from Earth.","http://chandra.harvard.edu/photo/2006/m31/m31_420.jpg"
"LU","Galaxy","Starburst",-149.110512,69.7053749827,-141.344092,40.591952,"Images From Space Telescopes Produce Stunning View of Starburst","M82",2006-04-24,"http://chandra.harvard.edu/photo/2006/m82/","A galaxy 12 million light years from Earth that is undergoing a burst of star formation.","http://chandra.harvard.edu/photo/2006/m82/m82_comp_420.jpg"
"LU","Galaxy","AGN",-187.705985,12.391034,-283.778028,74.491087,"Chandra Reviews Black Hole Musical: Epic But Off-Key","M87",2006-10-05,"http://chandra.harvard.edu/photo/2006/m87/","An elliptical galaxy known in the Virgo cluster about 50 million light years away.","http://chandra.harvard.edu/photo/2006/m87/m87_250.jpg"
"LU","Galaxy","AGN",-115.426498,74.2481045956,-140.644396,29.434555,"Monstrous Black Hole Blast in the Core of a Galaxy Cluster","MS 0735.6+7421",2007-11-02,"http://chandra.harvard.edu/photo/2006/ms0735/","A galaxy cluster located about 2.6 billion light years away in the constellation of Camelopardus.","http://chandra.harvard.edu/photo/2006/ms0735/ms0735_420.jpg"
"LU","Galaxy","Spiral",-140.511114,50.976349,-166.942236,44.151370,"Galactic Chimneys Turn Up the Heat","NGC 2841",2006-03-06,"http://chandra.harvard.edu/photo/2006/n2841/","A large spiral galaxy about 50 million light years from Earth.","http://chandra.harvard.edu/photo/2006/n2841/n2841_250.jpg"
"LU","Nebula","SNR",-81.517705,-66.0805586353,-276.090307,-33.239884,"Stellar Debris in the Large Magellanic Cloud","N49",2006-11-29,"http://chandra.harvard.edu/photo/2006/n49/","A supernova remnant located in the Large Magellanic Cloud","http://chandra.harvard.edu/photo/2006/n49/n49_420.jpg"
"LU","Galaxy","Spiral",-221.233278,1.954692,-354.965915,52.955497,"Detection of Hot Halo Gets Theory Out of Hot Water","NGC 5746",2006-02-03,"http://chandra.harvard.edu/photo/2006/n5746/","A massive spiral galaxy about 100 million light years from Earth.","http://chandra.harvard.edu/photo/2006/n5746/n5746_420.jpg"
"MW","Star","Spiral",-167.965088,-61.3085175,-291.271585,-0.711643,"Massive Stars Revealed by Chandra","NGC 3576",2006-09-27,"http://chandra.harvard.edu/photo/2006/ngc3576/","A giant region of star formation about 9,000 light years from Earth.","http://chandra.harvard.edu/photo/2006/ngc3576/ngc3576_250.jpg"
"MW","Nebula","PN",-244.321087,-51.98205609,-331.737131,-1.014921,"Planetary Nebulas - Fast Winds from Dying Stars","Mz 3",2006-05-10,"http://chandra.harvard.edu/photo/2006/pne/","Four newly-formed planetary nebulas in the Milky Way Galaxy.","http://chandra.harvard.edu/photo/2006/pne/pne_250.jpg"
"MW","Nebula","SNR",-125.784000,-42.694833,-260.249773,-3.118895,"Chandra Reveals Cloud Disrupted By Supernova Shock","Puppis A",2006-02-15,"http://chandra.harvard.edu/photo/2006/puppisa/","A supernova remnant about 7,000 light years from Earth","http://chandra.harvard.edu/photo/2006/puppisa/puppisa_250.jpg"
"MW","Nebula","SNR",-221.259583,-62.3422222222,-315.697437,-2.319877,"New Evidence Links Stellar Remains to Oldest Recorded Supernova","RCW 86",2006-09-18,"http://chandra.harvard.edu/photo/2006/rcw86/","A supernova remnant 8,200 light years away.","http://chandra.harvard.edu/photo/2006/rcw86/rcw86_250.jpg"
"MW","Star","SNR",-36.408752,62.097933,-133.710276,1.213647,"A Productive Star Formation Factory","W3 Main",2006-12-18,"http://chandra.harvard.edu/photo/2006/w3/","A region of massive star formation about 6,000 light years from Earth in the Perseus arm of the Milky Way.","http://chandra.harvard.edu/photo/2006/w3/w3_420.jpg"
"MW","Nebula","SNR",-257.958008,-39.6040750493,-347.266036,-0.112111,"Taking it to the Edge","RCW 86",2007-08-08,"http://chandra.harvard.edu/photo/2007/2snr/","A supernova remnant that could match the oldest known supernova in recorded history.","http://chandra.harvard.edu/photo/2007/2snr/2snr_250.jpg"
"LU","Galaxy","Interacting",-232.930603,24.0713329315,-37.252629,53.883239,"Black Hole Fires at Neighboring Galaxy","3C321",2007-12-17,"http://chandra.harvard.edu/photo/2007/3c321/","A radio galaxy 1.4 billion light years from Earth.","http://chandra.harvard.edu/photo/2007/3c321/3c321_250.jpg"
"EU","Galaxy","Interacting",-328.968035,38.007909,-88.835771,-12.977823,"Galaxy Cluster Takes It to the Extreme","3C438",2007-05-30,"http://chandra.harvard.edu/photo/2007/3c438/","A central galaxy in the center of a massive cluster of galaxies, 4.8 billion light years away.","http://chandra.harvard.edu/photo/2007/3c438/3c438_250.jpg"
"LU","Galaxy","Interacting",-333.699524,13.90392017,-75.195586,-34.076167,"Galaxy Collision Causes Role Reversal","3C442A",2007-03-29,"http://chandra.harvard.edu/photo/2007/3c442a/","A system with two merging galaxies in the center.","http://chandra.harvard.edu/photo/2007/3c442a/3c442a_420.jpg"
"LU","Nebula","Interacting",-243.398835,-60.75511085,-325.265732,-6.980353,"Orphan Stars Found in Long Galaxy Tail","ESO 137-001",2007-09-20,"http://chandra.harvard.edu/photo/2007/a3627/","A giant cluster of galaxies about 220 million light years from Earth with galaxy ESO 137-001 plunging into it.","http://chandra.harvard.edu/photo/2007/a3627/a3627_250.jpg"
"LU","Galaxy","Interacting",-73.579167,2.896944444,-195.848974,-24.310182,"Dark Matter Mystery Deepens in Cosmic 'Train Wreck'","Abell 520",2007-08-16,"http://chandra.harvard.edu/photo/2007/a520/","A system where at least two massive galaxy clusters have collided.","http://chandra.harvard.edu/photo/2007/a520/a520_420.jpg"
"EU","Galaxy","AGN",-85.704234,-40.9801089141,-246.688719,-29.815800,"Chandra Catches 'Piranha' Black Holes","CL 0542-4100",2007-07-24,"http://chandra.harvard.edu/photo/2007/agns/","Clusters of galaxies about 5.7 billion light years from Earth.","http://chandra.harvard.edu/photo/2007/agns/agns_250.jpg"
"LU","Galaxy","AGN",-217.814407,33.86839676,-56.485825,67.532724,"New Panorama Reveals More Than a Thousand Black Holes","Bootes Field",2007-03-12,"http://chandra.harvard.edu/photo/2007/bootes/","A 9.3-square-degree survey taken in the constellation of Bootes.","http://chandra.harvard.edu/photo/2007/bootes/bootes_420.jpg"
"MW","Star","AGN",-230.170833,-57.1666666667,-322.118819,0.037587,"Neutron Stars Join The Black Hole Jet Set","Circinus X-1",2007-06-27,"http://chandra.harvard.edu/photo/2007/cirx1/","A system where a neutron star is in orbit with a star several times the mass of the Sun.","http://chandra.harvard.edu/photo/2007/cirx1/cirx1_2panel_420.jpg"
"EU","Galaxy","Interacting",-149.599190,47.0321166563,-170.640529,50.843022,"Spitzer and Chandra Spy Monster Galaxy Pileup","CL0958+4702",2007-08-06,"http://chandra.harvard.edu/photo/2007/cl0958/","A four-way collision of galaxies about 5 billion light years away.","http://chandra.harvard.edu/photo/2007/cl0958/cl0958_420.jpg"
"MW","Star","Interacting",-285.437927,-36.97373199,-359.901631,-17.832647,"A Neighbor of Star Formation","Coronet Cluster",2007-09-13,"http://chandra.harvard.edu/photo/2007/coronet/","A region of star formation about 420 light years from Earth.","http://chandra.harvard.edu/photo/2007/coronet/coronet_250.jpg"
"LU","Nebula","SNR",-83.536667,-70.5744444444,-281.243934,-31.868269,"X-ray Evidence Supports Possible New Class Of Supernova","DEM L238 and DEM L249",2007-01-04,"http://chandra.harvard.edu/photo/2007/deml238/","DEM L238 and DEM L249 are two supernova remnants in the Large Magellanic Cloud.","http://chandra.harvard.edu/photo/2007/deml238/deml238_250.jpg"
"MW","Star","SNR",-161.265000,-59.685,-287.597149,-0.629959,"New View of Doomed Star","Eta Carinae",2007-06-20,"http://chandra.harvard.edu/photo/2007/etacar/","A star between 100 and 150 more massive than the Sun, about 7,500 light years from Earth.","http://chandra.harvard.edu/photo/2007/etacar/etacar_420.jpg"
"MW","Nebula","SNR",-272.871184,-19.4417441389,-11.165875,-0.355781,"A Textbook Supernova Remnant","G11.2-0.3",2007-01-30,"http://chandra.harvard.edu/photo/2007/g11/","The remains of a massive star that exploded, perhaps being witnessed by Chinese astronomers in 386 A.D.","http://chandra.harvard.edu/photo/2007/g11/g11_420.jpg"
"MW","Nebula","SNR",-171.146800,-59.2666786414,-292.028727,1.754072,"Stellar Forensics with Striking Image from Chandra","G292.0+1.8",2008-10-23,"http://chandra.harvard.edu/photo/2007/g292/","A young supernova remnant 20,000 light years from Earth, in the constellation Centaurus.","http://chandra.harvard.edu/photo/2007/g292/g292_420.jpg"
"MW","Nebula","SNR",-266.416667,-29.0077777778,-359.944201,-0.046021,"Chandra Discovers Light Echo from the Milky Way's Black Hole","Light Echo at Galactic Center",2007-01-10,"http://chandra.harvard.edu/photo/2007/gcle/"," X-rays bounced off gas clouds near the Milky Way's supermassive black hole.","http://chandra.harvard.edu/photo/2007/gcle/gcle_250.jpg"
"EU","Cosmology","SNR",-53.116667,-27.8083333333,-223.573164,-54.437432,"GOODS Missing Black Hole Report: Hundreds Found!","GOODS Chandra Deep Field-South",2007-10-25,"http://chandra.harvard.edu/photo/2007/goods/","A compilation of long observations on the same patch of sky.","http://chandra.harvard.edu/photo/2007/goods/goods_multipanel_250.jpg"
"MW","Nebula","SNR",-262.668303,-21.5125507545,-4.498142,6.809692,"A Star's Death Comes to Life","V 843 Ophiuchi",2007-01-09,"http://chandra.harvard.edu/photo/2007/kepler/","A supernova remnant believed to be created when a star exploded over 400 years ago.","http://chandra.harvard.edu/photo/2007/kepler/kepler_420.jpg"
"MW","Star","SNR",-274.683404,-13.8029527778,-16.949686,0.809325,"Peering Into the Pillars Of Creation","The Eagle Nebula (M16)",2007-02-15,"http://chandra.harvard.edu/photo/2007/m16/","A nearby star-forming region about 7,000 light years from Earth.","http://chandra.harvard.edu/photo/2007/m16/m16_420.jpg"
"LU","Galaxy","SNR",-10.684606,41.268814,-121.174242,-21.573244,"A New Look at a Close Neighbor","Andromeda Galaxy (M31)",2007-05-22,"http://chandra.harvard.edu/photo/2007/m31/","Also known as Andromeda and the nearest major galaxy to the Milky Way.","http://chandra.harvard.edu/photo/2007/m31/m31_420.jpg"
"LU","Star","BH",-23.532993,30.5136967,-133.713409,-31.462669,"Heaviest Stellar Black Hole Discovered in Nearby Galaxy","M33 X-7",2007-10-17,"http://chandra.harvard.edu/photo/2007/m33x7/","A binary system in the galaxy M33 where a black hole is in orbit around a large companion star.","http://chandra.harvard.edu/photo/2007/m33x7/m33x7_420.jpg"
"LU","Galaxy","Spiral",-202.468286,47.2134616,-104.874002,68.544423,"A Classic Beauty","Whirlpool Galaxy",2007-12-10,"http://chandra.harvard.edu/photo/2007/m51/","A spiral galaxy 31 million light years from Earth.","http://chandra.harvard.edu/photo/2007/m51/m51_250.jpg"
"LU","Nebula","SNR",-81.268400,-69.6425,-280.304360,-32.781172,"A Supernova's Shockwaves","LMC",2007-06-13,"http://chandra.harvard.edu/photo/2007/n132d/","A supernova located in the Large Magellanic Cloud about 160,000 light years from Earth. ","http://chandra.harvard.edu/photo/2007/n132d/n132d_comp_250.jpg"
"LU","Galaxy","Irregular",-11.840417,-73.1219444444,-303.343231,-44.003050,"Blowing Cosmic Super Bubbles","LHa115-N19",2007-08-30,"http://chandra.harvard.edu/photo/2007/n19/","A complex of star formation about 200,000 light years from Earth.","http://chandra.harvard.edu/photo/2007/n19/n19_420.jpg"
"LU","Galaxy","Barred",-53.401355,-36.141181,-237.957465,-54.598207,"Chandra Sees Remarkable Eclipse of Black Hole","NGC 1365",2007-04-12,"http://chandra.harvard.edu/photo/2007/ngc1365/","A spiral galaxy about 60 million light years from Earth in the constellation of Fornax.","http://chandra.harvard.edu/photo/2007/ngc1365/ngc1365_420.jpg"
"MW","Star","Barred",-13.104744,56.564947,-123.067881,-6.306544,"A Bustling Hub of Star Formation","NGC 281",2007-11-15,"http://chandra.harvard.edu/photo/2007/ngc281/","A region of active star formation about 10,000 light years from Earth.","http://chandra.harvard.edu/photo/2007/ngc281/ngc281_250.jpg"
"LU","Galaxy","Spiral",-184.740117,47.3037484082,-138.319595,68.842374,"Mysterious Arms Revealed","NGC 4258",2007-04-10,"http://chandra.harvard.edu/photo/2007/ngc4258/","A spiral galaxy about 25 million light years from Earth, also known as M106.","http://chandra.harvard.edu/photo/2007/ngc4258/ngc4258_comp_420.jpg"
"MW","Nebula","PN",-208.488110,-66.51404,-309.113491,-4.395483,"When Serendipity Becomes Science","NGC 5315",2007-09-27,"http://chandra.harvard.edu/photo/2007/ngc5315/","A planetary nebula about 7,000 light years from Earth in the constellation of Circinus","http://chandra.harvard.edu/photo/2007/ngc5315/ngc5315_420.jpg"
"MW","Nebula","SF",-83.821002,-5.39440225327,-209.016336,-19.384052,"Peering into the Orion Nebula","M42",2007-10-03,"http://chandra.harvard.edu/photo/2007/orion/","A rich cluster of young stars about 1,500 light years from Earth.","http://chandra.harvard.edu/photo/2007/orion/orion_420.jpg"
"MW","Star","NS",-125.939568,-43.4273986816,-260.916952,-3.444323,"Chandra Discovers Cosmic Cannonball","Puppis A",2007-11-28,"http://chandra.harvard.edu/photo/2007/puppis/","A neutron star created when a massive star exploded about 3,700 years ago.","http://chandra.harvard.edu/photo/2007/puppis/puppis_250.jpg"
"MW","Nebula","SNR",-244.408495,-51.0199848763,-332.446418,-0.362594,"A Star with a Mystery Partner?","RCW 103",2007-07-07,"http://chandra.harvard.edu/photo/2007/rcw103/","A supernova remnant created from the death of a massive star about 2,000 years ago.","http://chandra.harvard.edu/photo/2007/rcw103/rcw103_420.jpg"
"LU","Nebula","SNR",-83.866590,-69.268967405,-279.702526,-31.937221,"Twenty Years Since a Spectacular Explosion","Supernova 1987A",2007-02-22,"http://chandra.harvard.edu/photo/2007/sn87a/","The remnant of an exploded star in the Large Magellanic Cloud galaxy 160,000 light years from Earth.","http://chandra.harvard.edu/photo/2007/sn87a/sn87a_420.jpg"
